"RefNum","agerange","age","job","marital","education","balance","housing","loan","month","duration","deposit","lead","product","qualified","contacted","won","loanvalue","NPS","day","duration_temp","duration_before","date","last_deposit"
"10023658","31-40",33,"management","married","tertiary",-94,"yes","yes","december",4,3,1,"unsecured ",1,1,1,5699,10,31,4,217,2019-12-31,1298
"10023659","41-60",55,"management","married","tertiary",-98,"yes","yes","january",2,4,1,"unsecured ",1,1,1,3237,10,31,2,142,2019-01-31,1632
"10023660","41-60",42,"admin","married","secondary",-93,"yes","yes","february",1,7,1,"unsecured ",1,1,1,2558,10,28,1,67,2019-02-28,1604
"10023661","31-40",34,"blue-collar","married","secondary",-96,"yes","no","march",5,6,1,"unsecured ",1,1,1,2298,10,31,5,291,2019-03-31,1573
"10023662","31-40",33,"blue-collar","single","secondary",-95,"yes","no","april",5,5,1,"unsecured ",1,1,1,3397,10,30,5,309,2019-04-30,1543
"10023663","31-40",38,"services","married","secondary",-97,"yes","no","may",4,3,1,"unsecured ",1,1,1,2106,10,31,4,248,2019-05-31,1512
"10023664","41-60",50,"technician","divorced","tertiary",-97,"no","yes","june",2,6,1,"unsecured ",1,1,1,1526,10,30,2,98,2019-06-30,1482
"10023665","41-60",43,"management","married","tertiary",-94,"yes","yes","july",4,17,1,"unsecured ",1,1,1,2586,10,31,4,256,2019-07-31,1451
"10023666","over 60",60,"blue-collar","divorced","primary",-81,"yes","no","august",1,13,1,"unsecured ",1,1,1,6530,10,31,1,82,2019-08-31,1420
"10023667","41-60",47,"admin","married","secondary",-96,"yes","yes","september",10,0,1,"unsecured ",1,1,1,2476,10,30,10,577,2019-09-30,1390
"10023668","41-60",48,"self-employed","married","tertiary",-99,"yes","yes","october",5,1,1,"unsecured ",1,1,1,4384,10,31,5,286,2019-10-31,1359
"10023669","41-60",44,"blue-collar","married","secondary",-92,"yes","yes","november",8,9,1,"auto ",1,1,1,4080,10,30,8,477,2019-11-30,1329
"10023670","31-40",35,"student","single","primary",-95,"yes","no","december",10,0,1,"business",1,1,1,2127,10,31,10,611,2019-12-31,1298
"10023671","31-40",35,"services","married","secondary",-99,"yes","no","january",8,0,1,"business",1,1,1,5699,10,31,8,471,2019-01-31,1632
"10023672","41-60",50,"services","married","secondary",-24,"yes","yes","february",6,23,1,"business",1,1,1,3237,10,28,6,381,2019-02-28,1604
"10023673","41-60",41,"management","married","tertiary",-97,"yes","yes","march",1,7,1,"business",1,1,1,2558,10,31,1,42,2019-03-31,1573
"10023674","41-60",41,"management","married","tertiary",-92,"yes","yes","april",4,8,1,"auto ",1,1,1,2298,10,30,4,251,2019-04-30,1543
"10023675","31-40",39,"services","single","primary",-96,"yes","no","may",7,2,1,"auto ",1,1,1,3397,10,31,7,408,2019-05-31,1512
"10023676","41-60",42,"retired","married","secondary",-99,"yes","yes","june",4,7,1,"auto ",1,1,1,2106,10,30,4,215,2019-06-30,1482
"10023677","31-40",38,"blue-collar","married","secondary",-104,"yes","no","july",5,7,1,"auto ",1,1,1,4384,10,31,5,287,2019-07-31,1451
"10023678","41-60",53,"retired","married","secondary",-95,"yes","yes","august",4,5,1,"auto ",1,1,1,4080,10,31,4,216,2019-08-31,1420
"10023679","41-60",59,"housemaid","divorced","primary",-97,"no","no","september",6,5,1,"auto ",1,1,1,2127,10,30,6,366,2019-09-30,1390
"10023680","31-40",36,"services","married","secondary",-95,"yes","no","october",4,7,1,"auto ",1,1,1,5699,10,31,4,210,2019-10-31,1359
"10023681","41-60",54,"blue-collar","married","primary",-100,"yes","yes","november",5,7,1,"auto ",1,1,1,3237,10,30,5,288,2019-11-30,1329
"10023682","31-40",40,"technician","married","tertiary",-93,"yes","yes","december",3,2,1,"auto ",1,1,1,2558,10,31,3,168,2019-12-31,1298
"10023683","41-60",47,"","married","primary",-99,"no","yes","january",6,0,1,"auto ",1,1,1,2298,10,31,6,338,2019-01-31,1632
"10023684","41-60",53,"unemployed","married","primary",-99,"no","yes","february",7,2,1,"unsecured ",1,1,1,3397,10,28,7,410,2019-02-28,1604
"10023685","41-60",46,"housemaid","married","primary",-87,"no","yes","march",3,14,1,"unsecured ",1,1,1,2106,10,31,3,177,2019-03-31,1573
"10023686","31-40",39,"management","married","tertiary",-94,"yes","yes","april",2,6,1,"unsecured ",1,1,1,2458,10,30,2,127,2019-04-30,1543
"10023687","31-40",40,"unemployed","married","secondary",-96,"yes","no","may",6,6,1,"unsecured ",1,1,1,2893,10,31,6,357,2019-05-31,1512
"10023688","18-30",28,"blue-collar","married","primary",-95,"yes","no","june",3,7,1,"unsecured ",1,1,1,4384,10,30,3,175,2019-06-30,1482
"10023689","31-40",35,"entrepreneur","divorced","secondary",-100,"yes","no","july",5,6,1,"mortgage",1,1,1,4080,10,31,5,300,2019-07-31,1451
"10023690","41-60",55,"retired","married","secondary",-99,"no","yes","august",2,0,1,"mortgage",1,1,1,2127,10,31,2,136,2019-08-31,1420
"10023691","41-60",43,"technician","divorced","primary",-97,"yes","no","september",4.50311665182547,5,1,"mortgage",1,1,1,5699,10,30,24,1419,2019-09-30,1390
"10023692","41-60",48,"blue-collar","married","primary",-96,"yes","yes","october",2,12,1,"mortgage",1,1,1,3237,10,31,2,125,2019-10-31,1359
"10023693","41-60",58,"management","married","tertiary",-85,"yes","yes","november",4,4,1,"mortgage",1,1,1,2558,10,30,4,213,2019-11-30,1329
"10023694","31-40",33,"management","single","tertiary",-99,"yes","no","december",0,4,1,"mortgage",1,1,1,2298,10,31,0,27,2019-12-31,1298
"10023695","31-40",36,"blue-collar","married","tertiary",-86,"no","no","january",4,28,1,"mortgage",1,1,1,3397,10,31,4,238,2019-01-31,1632
"10023696","41-60",53,"services","divorced","secondary",-80,"yes","no","february",2,7,1,"mortgage",1,1,1,2106,10,28,2,124,2019-02-28,1604
"10023697","41-60",47,"blue-collar","married","primary",-99,"yes","yes","march",0,7,1,"mortgage",1,1,1,6895,10,31,0,18,2019-03-31,1573
"10023698","31-40",31,"services","married","secondary",-94,"yes","no","april",12,7,1,"mortgage",1,1,1,7632,10,30,12,730,2019-04-30,1543
"10023699","41-60",57,"entrepreneur","married","secondary",-95,"yes","yes","may",12,17,1,"mortgage",1,1,1,9753,10,31,12,746,2019-05-31,1512
"10023700","41-60",53,"blue-collar","married","tertiary",-75,"no","yes","june",2,25,1,"mortgage",1,1,1,2257,10,30,2,121,2019-06-30,1482
"10023701","41-60",55,"blue-collar","married","primary",-91,"yes","yes","july",4,2,1,"mortgage",1,1,1,12353,10,31,4,247,2019-07-31,1451
"10023702","41-60",45,"blue-collar","married","primary",-99,"yes","yes","august",1,2,1,"unsecured ",1,1,1,2356,10,31,1,40,2019-08-31,1420
"10023703","41-60",53,"admin","divorced","secondary",-95,"yes","no","september",3,0,1,"unsecured ",1,1,1,7654,10,30,3,181,2019-09-30,1390
"10023704","31-40",37,"blue-collar","married","primary",-99,"yes","no","october",1,0,1,"unsecured ",1,1,1,7854,10,31,1,79,2019-10-31,1359
"10023705","41-60",44,"admin","divorced","secondary",-98,"yes","no","november",3,7,1,"unsecured ",1,1,1,8954,10,30,3,206,2019-11-30,1329
"10023706","41-60",49,"blue-collar","divorced","primary",-99,"yes","no","december",6,7,1,"unsecured ",1,1,1,3678,10,31,6,389,2019-12-31,1298
"10023707","41-60",46,"technician","married","secondary",-95,"yes","yes","january",2,4,1,"unsecured ",1,1,1,4853,10,31,2,127,2019-01-31,1632
"10023708","41-60",43,"entrepreneur","married","primary",-98,"yes","yes","february",12,0,1,"unsecured ",1,1,1,8675,10,28,12,702,2019-02-28,1604
"10023709","31-40",38,"admin","married","secondary",-99,"no","no","march",3,0,1,"unsecured ",1,1,1,9764,10,31,3,151,2019-03-31,1573
"10023710","41-60",43,"technician","married","secondary",-94,"yes","yes","april",2,27,1,"unsecured ",1,1,1,2457,10,30,2,117,2019-04-30,1543
"10023711","41-60",49,"management","married","tertiary",-57,"yes","yes","may",4,22,1,"unsecured ",1,1,1,3678,10,31,4,232,2019-05-31,1512
"10023712","41-60",42,"management","married","primary",-96,"no","yes","june",7,0,1,"unsecured ",1,1,1,9765,10,30,7,408,2019-06-30,1482
"10023713","18-30",22,"blue-collar","single","secondary",-99,"yes","no","july",3,0,1,"unsecured ",1,1,1,7543,10,31,3,179,2019-07-31,1451
"10023714","31-40",40,"management","married","tertiary",-97,"yes","yes","august",1,7,1,"unsecured ",1,1,1,4080,10,31,1,39,2019-08-31,1420
"10023715","31-40",39,"blue-collar","married","secondary",-93,"yes","no","september",5,24,1,"unsecured ",1,1,1,2127,10,30,5,282,2019-09-30,1390
"10023716","41-60",51,"services","married","secondary",-70,"yes","yes","october",12,22,1,"mortgage",1,1,1,5699,10,31,12,714,2019-10-31,1359
"10023717","41-60",49,"admin","married","secondary",-94,"yes","yes","november",1,0,1,"mortgage",1,1,1,3237,10,30,1,50,2019-11-30,1329
"10023718","41-60",53,"blue-collar","married","secondary",-99,"yes","yes","december",3,0,1,"mortgage",1,1,1,2558,10,31,3,181,2019-12-31,1298
"10023719","31-40",34,"services","single","secondary",-99,"yes","no","january",2,0,1,"mortgage",1,1,1,2298,10,31,2,142,2019-01-31,1632
"10023720","31-40",33,"technician","divorced","secondary",-97,"yes","no","february",4,4,1,"mortgage",1,1,1,3397,10,28,4,227,2019-02-28,1604
"10023721","41-60",50,"management","single","tertiary",-95,"yes","yes","march",2,6,1,"mortgage",1,1,1,2106,10,31,2,119,2019-03-31,1573
"10023722","31-40",39,"blue-collar","married","primary",-96,"yes","no","april",6,11,1,"mortgage",1,1,1,6895,10,30,6,361,2019-04-30,1543
"10023723","41-60",59,"entrepreneur","divorced","secondary",-87,"yes","no","may",1,35,1,"mortgage",1,1,1,7632,10,31,1,73,2019-05-31,1512
"10023724","18-30",30,"technician","single","secondary",-65,"yes","no","june",1,14,1,"mortgage",1,1,1,9753,10,30,1,67,2019-06-30,1482
"10023725","31-40",36,"services","married","secondary",-97,"yes","no","july",6,6,1,"mortgage",1,1,1,2257,10,31,6,350,2019-07-31,1451
"10023726","31-40",40,"blue-collar","married","secondary",-93,"yes","no","august",6,4,1,"mortgage",1,1,1,12353,10,31,6,332,2019-08-31,1420
"10023727","41-60",53,"blue-collar","married","secondary",-98,"yes","yes","september",10,3,1,"mortgage",1,1,1,2356,10,30,10,611,2019-09-30,1390
"10023728","31-40",34,"management","single","tertiary",-95,"yes","no","october",2,6,1,"mortgage",1,1,1,7654,10,31,2,113,2019-10-31,1359
"10023729","31-40",37,"technician","married","secondary",-96,"yes","no","november",2,10,1,"mortgage",1,1,1,7854,10,30,2,132,2019-11-30,1329
"10023730","41-60",42,"management","divorced","tertiary",-90,"yes","yes","december",1,9,1,"auto ",1,1,1,8954,10,31,1,58,2019-12-31,1298
"10023731","41-60",41,"entrepreneur","married","primary",-96,"yes","yes","january",3,1,1,"auto ",1,1,1,3678,10,31,3,151,2019-01-31,1632
"10023732","18-30",30,"student","single","tertiary",-99,"yes","no","february",1,2,1,"auto ",1,1,1,4853,10,28,1,89,2019-02-28,1604
"10023733","31-40",37,"management","single","tertiary",-91,"yes","no","march",3,8,1,"auto ",1,1,1,8675,10,31,3,152,2019-03-31,1573
"10023734","31-40",39,"admin","divorced","secondary",-104,"yes","no","april",10,7,1,"auto ",1,1,1,9764,10,30,10,611,2019-04-30,1543
"10023735","41-60",41,"blue-collar","married","primary",-97,"yes","yes","may",2,0,1,"auto ",1,1,1,2457,10,31,2,110,2019-05-31,1512
"10023736","31-40",40,"blue-collar","married","primary",-99,"yes","no","june",8,0,1,"auto ",1,1,1,3678,10,30,8,463,2019-06-30,1482
"10023737","41-60",42,"management","single","tertiary",-99,"yes","yes","july",9,0,1,"auto ",1,1,1,9765,10,31,9,562,2019-07-31,1451
"10023738","31-40",40,"blue-collar","divorced","primary",-99,"yes","no","august",4.50311665182547,0,1,"auto ",1,1,1,7543,10,31,16,962,2019-08-31,1420
"10023739","41-60",57,"technician","married","secondary",-85,"yes","yes","september",0,9,1,"auto ",1,1,1,4384,10,30,0,10,2019-09-30,1390
"10023740","41-60",56,"entrepreneur","divorced","secondary",-97,"no","no","october",2,3,1,"auto ",1,1,1,4080,10,31,2,118,2019-10-31,1359
"10023741","31-40",37,"admin","married","secondary",-97,"yes","no","november",2,5,1,"auto ",1,1,1,2127,10,30,2,92,2019-11-30,1329
"10023742","41-60",59,"retired","married","secondary",-95,"yes","yes","december",2,7,1,"auto ",1,1,1,5699,10,31,2,143,2019-12-31,1298
"10023743","31-40",39,"services","divorced","secondary",-102,"yes","no","january",3,7,1,"auto ",1,1,1,3237,10,31,3,189,2019-01-31,1632
"10023744","41-60",49,"services","married","secondary",-99,"no","yes","february",4,3,1,"auto ",1,1,1,2558,10,28,4,234,2019-02-28,1604
"10023745","31-40",38,"services","single","secondary",-92,"yes","no","march",1,2,1,"mortgage",1,1,1,2298,10,31,1,75,2019-03-31,1573
"10023746","31-40",36,"self-employed","married","tertiary",-99,"no","yes","april",3,0,1,"mortgage",1,1,1,3397,10,30,3,189,2019-04-30,1543
"10023747","41-60",50,"blue-collar","married","primary",-98,"yes","yes","may",10,7,1,"mortgage",1,1,1,2106,10,31,10,621,2019-05-31,1512
"10023748","41-60",41,"admin","married","secondary",-100,"yes","yes","june",1,7,1,"mortgage",1,1,1,6895,10,30,1,55,2019-06-30,1482
"10023749","41-60",54,"technician","married","tertiary",-96,"no","yes","july",5,3,1,"mortgage",1,1,1,7632,10,31,5,310,2019-07-31,1451
"10023750","41-60",58,"blue-collar","married","primary",-98,"yes","yes","august",3,0,1,"mortgage",1,1,1,9753,10,31,3,156,2019-08-31,1420
"10023751","18-30",30,"blue-collar","single","secondary",-99,"yes","no","september",0,0,1,"mortgage",1,1,1,2257,10,30,0,5,2019-09-30,1390
"10023752","31-40",33,"admin","single","secondary",-95,"yes","no","october",4,8,1,"mortgage",1,1,1,12353,10,31,4,225,2019-10-31,1359
"10023753","41-60",47,"admin","married","secondary",-94,"yes","yes","november",2,8,1,"mortgage",1,1,1,2356,10,30,2,125,2019-11-30,1329
"10023754","41-60",50,"technician","single","tertiary",-95,"yes","yes","december",0,15,1,"mortgage",0,0,0,7654,0,31,0,2,2019-12-31,1298
"10023755","31-40",32,"blue-collar","married","secondary",-82,"yes","no","january",5,22,1,"mortgage",0,0,0,7854,0,31,5,286,2019-01-31,1632
"10023756","31-40",40,"self-employed","married","secondary",-90,"yes","no","february",3,4,1,"mortgage",0,0,0,8954,0,28,3,164,2019-02-28,1604
"10023757","31-40",37,"management","married","tertiary",-98,"yes","yes","march",2,3,1,"mortgage",0,0,0,3678,0,31,2,98,2019-03-31,1573
"10023758","41-60",54,"technician","single","secondary",-93,"yes","no","april",12,10,1,"mortgage",0,0,0,4853,0,30,12,742,2019-04-30,1543
"10023759","18-30",24,"student","single","secondary",-94,"yes","no","may",4,0,1,"mortgage",0,0,0,8675,0,31,4,226,2019-05-31,1512
"10023760","41-60",54,"management","married","tertiary",-99,"no","yes","june",2,0,1,"mortgage",1,0,0,9764,0,30,2,120,2019-06-30,1482
"10023761","31-40",34,"technician","married","secondary",-99,"yes","no","july",6,0,1,"mortgage",1,0,0,2457,0,31,6,362,2019-07-31,1451
"10023762","41-60",56,"technician","divorced","primary",-99,"yes","no","august",6,0,1,"mortgage",1,0,0,3678,0,31,6,357,2019-08-31,1420
"10023763","31-40",31,"blue-collar","single","secondary",-99,"yes","no","september",3,0,1,"mortgage",1,0,0,9765,0,30,3,200,2019-09-30,1390
"10023764","18-30",24,"student","single","secondary",-98,"yes","no","october",3,1,1,"mortgage",1,0,0,7543,0,31,3,204,2019-10-31,1359
"10023765","41-60",42,"blue-collar","divorced","primary",-99,"yes","no","november",2,3,1,"mortgage",1,0,0,6895,0,30,2,126,2019-11-30,1329
"10023766","41-60",57,"technician","married","secondary",-89,"yes","yes","december",1,13,1,"mortgage",1,0,0,7632,0,31,1,65,2019-12-31,1298
"10023767","41-60",42,"blue-collar","married","primary",-94,"yes","yes","january",2,10,1,"mortgage",0,0,0,9753,0,31,2,107,2019-01-31,1632
"10023768","41-60",51,"admin","married","secondary",-92,"yes","yes","february",4,7,1,"unsecured ",1,0,0,2257,0,28,4,267,2019-02-28,1604
"10023769","41-60",57,"retired","married","secondary",-96,"yes","yes","march",4,2,1,"unsecured ",0,0,0,12353,0,31,4,248,2019-03-31,1573
"10023770","31-40",36,"services","single","secondary",-98,"yes","no","april",4,2,1,"unsecured ",1,0,0,2356,0,30,4,215,2019-04-30,1543
"10023771","41-60",53,"services","married","primary",-96,"yes","yes","may",3,13,1,"unsecured ",0,0,0,7654,0,31,3,209,2019-05-31,1512
"10023772","41-60",50,"technician","married","secondary",-83,"yes","yes","june",3,14,1,"unsecured ",1,0,0,7854,0,30,3,205,2019-06-30,1482
"10023773","41-60",54,"management","married","tertiary",-95,"yes","yes","july",1,3,1,"unsecured ",0,0,0,8954,0,31,1,83,2019-07-31,1451
"10023774","41-60",55,"blue-collar","married","secondary",-98,"yes","yes","august",2,2,1,"unsecured ",1,0,0,3678,0,31,2,106,2019-08-31,1420
"10023775","41-60",44,"blue-collar","married","secondary",-98,"yes","yes","september",3,0,1,"unsecured ",0,0,0,4853,0,30,3,189,2019-09-30,1390
"10023776","41-60",43,"management","married","primary",-99,"yes","yes","october",2,0,1,"unsecured ",1,0,0,8675,0,31,2,105,2019-10-31,1359
"10023777","41-60",56,"admin","married","secondary",-95,"yes","yes","november",2,12,1,"unsecured ",0,0,0,9764,0,30,2,106,2019-11-30,1329
"10023778","41-60",54,"technician","married","tertiary",-88,"yes","yes","december",2,6,1,"unsecured ",1,0,0,2457,0,31,2,108,2019-12-31,1298
"10023779","41-60",55,"services","divorced","primary",-98,"yes","no","january",5,4,1,"unsecured ",1,0,0,3678,0,31,5,311,2019-01-31,1632
"10023780","31-40",37,"services","divorced","secondary",-94,"yes","no","february",4,6,1,"unsecured ",1,0,0,9765,0,28,4,214,2019-02-28,1604
"10023781","31-40",33,"admin","single","tertiary",-97,"no","no","march",2,7,1,"auto ",1,0,0,7543,0,31,2,132,2019-03-31,1573
"10023782","41-60",46,"admin","married","secondary",-104,"yes","yes","april",6,7,1,"auto ",1,0,0,4384,0,30,6,358,2019-04-30,1543
"10023783","31-40",36,"blue-collar","married","secondary",-92,"yes","no","may",8,0,1,"auto ",1,1,1,4080,10,31,8,453,2019-05-31,1512
"10023784","41-60",51,"technician","single","secondary",-99,"yes","no","june",6,0,1,"auto ",1,1,1,2127,10,30,6,364,2019-06-30,1482
"10023785","31-40",40,"retired","single","primary",-99,"no","no","july",2,0,1,"auto ",1,1,1,5699,10,31,2,136,2019-07-31,1451
"10023786","41-60",42,"blue-collar","married","secondary",-93,"yes","yes","august",6,0,1,"auto ",1,1,1,3237,10,31,6,386,2019-08-31,1420
"10023787","41-60",51,"blue-collar","married","secondary",-99,"yes","yes","september",3,0,1,"auto ",1,1,1,2558,10,30,3,173,2019-09-30,1390
"10023788","41-60",49,"blue-collar","married","primary",-94,"yes","yes","october",4,5,1,"auto ",1,1,1,2298,10,31,4,241,2019-10-31,1359
"10023789","41-60",48,"management","married","secondary",-97,"yes","yes","november",4,14,1,"auto ",1,1,1,3397,10,30,4,224,2019-11-30,1329
"10023790","31-40",32,"technician","divorced","tertiary",-66,"no","no","december",2,11,1,"auto ",1,1,1,2106,10,31,2,148,2019-12-31,1298
"10023791","31-40",31,"admin","single","secondary",-98,"yes","no","january",3,2,1,"auto ",1,1,1,4080,10,31,3,196,2019-01-31,1632
"10023792","41-60",55,"management","single","tertiary",-98,"no","yes","february",2,5,1,"auto ",1,1,1,2127,10,28,2,111,2019-02-28,1604
"10023793","31-40",40,"blue-collar","single","secondary",-94,"yes","no","march",4,14,1,"auto ",1,1,1,5699,10,31,4,231,2019-03-31,1573
"10023794","41-60",47,"technician","married","tertiary",-88,"yes","yes","april",5,9,1,"auto ",1,1,1,3237,10,30,5,316,2019-04-30,1543
"10023795","41-60",57,"technician","married","primary",-97,"yes","yes","may",4,5,1,"auto ",1,1,1,2558,10,31,4,216,2019-05-31,1512
"10023796","41-60",41,"blue-collar","married","secondary",-95,"yes","yes","june",4,0,1,"auto ",1,1,1,2298,10,30,4,240,2019-06-30,1482
"10023797","41-60",48,"blue-collar","married","secondary",-99,"no","yes","july",11,0,1,"auto ",1,1,1,2586,10,31,11,669,2019-07-31,1451
"10023798","41-60",42,"blue-collar","married","primary",-99,"yes","yes","august",7,7,1,"auto ",1,1,1,6530,10,31,7,425,2019-08-31,1420
"10023799","18-30",30,"blue-collar","single","secondary",-105,"yes","no","september",2,7,1,"mortgage",1,1,1,2476,10,30,2,143,2019-09-30,1390
"10023800","41-60",58,"management","single","tertiary",-81,"yes","yes","october",3,136,1,"mortgage",1,1,1,4384,10,31,3,174,2019-10-31,1359
"10023801","41-60",45,"management","divorced","tertiary",223,"yes","yes","november",5,20,1,"mortgage",1,1,1,4080,10,30,5,313,2019-11-30,1329
"10023802","41-60",49,"blue-collar","married","secondary",-99,"yes","yes","december",2,4,1,"mortgage",1,1,1,2127,10,31,2,135,2019-12-31,1298
"10023803","41-60",42,"admin","single","secondary",-86,"yes","no","january",2,5,1,"mortgage",1,1,1,5699,10,31,2,146,2019-01-31,1632
"10023804","41-60",53,"technician","married","secondary",-99,"yes","yes","february",3,7,1,"mortgage",1,1,1,3237,10,28,3,152,2019-02-28,1604
"10023805","41-60",51,"admin","single","secondary",-99,"no","no","march",7,7,1,"mortgage",1,1,1,2558,10,31,7,402,2019-03-31,1573
"10023806","31-40",32,"services","single","secondary",-98,"yes","no","april",4,7,1,"mortgage",1,1,1,2298,10,30,4,213,2019-04-30,1543
"10023807","41-60",41,"blue-collar","single","secondary",-88,"yes","no","may",2,17,1,"mortgage",1,1,1,3397,10,31,2,144,2019-05-31,1512
"10023808","41-60",43,"management","divorced","secondary",-90,"yes","no","june",2,8,1,"mortgage",1,1,1,2106,10,30,2,124,2019-06-30,1482
"10023809","31-40",40,"blue-collar","divorced","secondary",-104,"yes","no","july",3,7,1,"mortgage",1,1,1,6895,10,31,3,183,2019-07-31,1451
"10023810","41-60",50,"blue-collar","married","primary",-79,"yes","yes","august",5,6,1,"mortgage",1,1,1,7632,10,31,5,325,2019-08-31,1420
"10023811","31-40",34,"management","married","tertiary",-99,"yes","yes","september",1,0,1,"mortgage",1,1,1,9753,10,30,1,39,2019-09-30,1390
"10023812","41-60",53,"services","married","primary",-99,"no","yes","october",8,0,1,"mortgage",1,1,1,2257,10,31,8,503,2019-10-31,1359
"10023813","41-60",45,"technician","married","secondary",-99,"yes","yes","november",2,7,1,"mortgage",1,1,1,12353,10,30,2,95,2019-11-30,1329
"10023814","31-40",39,"blue-collar","married","primary",-101,"yes","no","december",11,7,1,"unsecured ",1,1,1,2356,10,31,11,680,2019-12-31,1298
"10023815","41-60",44,"services","married","tertiary",-93,"yes","yes","january",7,13,1,"unsecured ",1,1,1,7654,10,31,7,421,2019-01-31,1632
"10023816","41-60",55,"management","married","tertiary",-90,"yes","yes","february",3,8,1,"unsecured ",1,1,1,7854,10,28,3,174,2019-02-28,1604
"10023817","41-60",46,"management","single","tertiary",-97,"yes","yes","march",2,2,1,"unsecured ",1,1,1,8954,10,31,2,113,2019-03-31,1573
"10023818","41-60",45,"blue-collar","married","secondary",-98,"yes","yes","april",4.50311665182547,4,1,"unsecured ",1,1,1,3678,10,30,13,808,2019-04-30,1543
"10023819","31-40",34,"admin","married","secondary",-92,"yes","no","may",3,0,1,"unsecured ",1,1,1,4853,10,31,3,198,2019-05-31,1512
"10023820","31-40",36,"blue-collar","married","secondary",-99,"yes","no","june",3,0,1,"unsecured ",1,1,1,8675,10,30,3,195,2019-06-30,1482
"10023821","41-60",59,"","divorced","primary",-99,"no","no","july",6,0,1,"unsecured ",1,1,1,9764,10,31,6,347,2019-07-31,1451
"10023822","31-40",31,"admin","single","secondary",-99,"yes","no","august",3,0,1,"unsecured ",1,1,1,2457,10,31,3,208,2019-08-31,1420
"10023823","41-60",44,"blue-collar","single","secondary",-99,"yes","no","september",7,4,1,"unsecured ",1,1,1,3678,10,30,7,404,2019-09-30,1390
"10023824","31-40",33,"entrepreneur","single","tertiary",-85,"yes","no","october",7,11,1,"unsecured ",1,1,1,9765,10,31,7,396,2019-10-31,1359
"10023825","31-40",40,"blue-collar","married","secondary",-96,"yes","no","november",4,6,1,"business",1,1,1,7543,10,30,4,216,2019-11-30,1329
"10023826","41-60",46,"admin","single","tertiary",-94,"yes","yes","december",2,7,1,"mortgage",1,1,1,3397,10,31,2,98,2019-12-31,1298
"10023827","41-60",48,"management","married","tertiary",-96,"yes","yes","january",6,13,1,"mortgage",1,1,1,2106,10,31,6,350,2019-01-31,1632
"10023828","41-60",42,"services","married","secondary",-83,"yes","yes","february",2,2,1,"mortgage",1,1,1,2558,10,28,2,114,2019-02-28,1604
"10023829","18-30",27,"services","married","secondary",-99,"yes","no","march",1,0,1,"mortgage",1,1,1,2298,10,31,1,88,2019-03-31,1573
"10023830","41-60",48,"admin","married","secondary",-98,"yes","yes","april",6,3,1,"mortgage",1,1,1,3397,10,30,6,379,2019-04-30,1543
"10023831","41-60",59,"admin","married","secondary",-96,"yes","yes","may",3,10,1,"mortgage",1,1,1,2106,10,31,3,190,2019-05-31,1512
"10023832","41-60",46,"technician","married","tertiary",-88,"yes","yes","june",3,11,1,"mortgage",1,1,1,4853,10,30,3,158,2019-06-30,1482
"10023833","31-40",38,"admin","divorced","secondary",-95,"yes","no","july",2,0,1,"mortgage",1,0,0,8675,0,31,2,102,2019-07-31,1451
"10023834","41-60",43,"management","divorced","tertiary",-99,"yes","yes","august",5,0,1,"auto ",1,0,0,9764,0,31,5,306,2019-08-31,1420
"10023835","31-40",38,"admin","divorced","tertiary",-98,"yes","no","september",4,2,1,"auto ",1,0,0,2457,0,30,4,218,2019-09-30,1390
"10023836","18-30",23,"student","single","secondary",-97,"yes","no","october",1,1,1,"auto ",1,0,0,3678,0,31,1,54,2019-10-31,1359
"10023837","31-40",34,"services","married","secondary",-99,"yes","no","november",6,0,1,"auto ",1,0,0,9765,0,30,6,344,2019-11-30,1329
"10023838","31-40",38,"admin","married","secondary",-99,"yes","no","december",3,5,1,"auto ",1,0,0,7543,0,31,3,195,2019-12-31,1298
"10023839","31-40",37,"blue-collar","married","secondary",-82,"no","no","january",11,9,0,"no product",0,0,0,6689,0,31,11,652,2019-01-31,1632
"10023840","18-30",25,"admin","single","secondary",-98,"yes","no","february",5,2,0,"no product",0,0,0,4376,0,28,5,286,2019-02-28,1604
"10023841","41-60",48,"blue-collar","married","primary",-98,"yes","yes","march",3,3,0,"no product",0,0,0,6895,0,31,3,189,2019-03-31,1573
"10023842","41-60",49,"blue-collar","single","secondary",-97,"yes","no","april",1,5,0,"no product",0,0,0,7632,0,30,1,83,2019-04-30,1543
"10023843","31-40",38,"admin","single","secondary",-94,"no","no","may",3,4,0,"no product",0,0,0,9753,0,31,3,184,2019-05-31,1512
"10023844","41-60",43,"blue-collar","married","primary",-98,"yes","yes","june",4,0,0,"no product",0,0,0,2257,0,30,4,235,2019-06-30,1482
"10023845","31-40",33,"management","married","tertiary",-99,"yes","yes","july",5,0,0,"no product",0,0,0,6895,0,31,5,290,2019-07-31,1451
"10023846","41-60",55,"blue-collar","married","secondary",-96,"yes","yes","august",4,9,0,"no product",0,0,0,6895,0,31,4,232,2019-08-31,1420
"10023847","31-40",38,"blue-collar","married","secondary",-89,"yes","no","september",2,10,0,"no product",0,0,0,7632,0,30,2,133,2019-09-30,1390
"10023848","41-60",49,"services","married","secondary",-96,"yes","yes","october",5,33,0,"no product",0,0,0,6895,0,31,5,318,2019-10-31,1359
"10023849","31-40",40,"management","married","secondary",11,"no","no","november",4,40,0,"no product",0,0,0,7632,0,30,4,260,2019-11-30,1329
